Machine_ID,Temperature,Run_Time,Torque,Tool_Wear,Downtime_Flag
290,74.0,70.0,38.0,81.0,0
291,78.0,392.0,43.0,118.0,0
292,75.0,217.0,41.8,18.0,0
293,74.0,227.0,21.6,86.0,0
294,88.0,389.0,31.1,35.0,0
295,84.0,463.0,39.4,197.0,0
296,73.0,478.0,45.4,112.0,0
297,89.0,310.0,18.0,137.0,0
298,83.0,211.0,38.4,65.0,0
299,88.0,404.0,41.4,19.0,0
300,86.0,163.0,48.5,195.0,0
301,72.0,304.0,46.9,57.0,0
302,74.0,211.0,45.8,85.0,0
303,87.0,345.0,32.0,130.0,0
304,86.0,158.0,20.9,5.0,0
305,80.0,136.0,36.1,162.0,0
306,81.0,463.0,50.0,107.0,0
307,93.0,96.0,53.9,56.0,0
308,74.0,278.0,47.1,12.0,0
309,85.0,149.0,44.3,32.0,0
310,78.0,68.0,43.8,179.0,0
311,78.0,66.0,34.4,137.0,0
312,91.0,129.0,38.7,50.0,0
313,88.0,440.0,56.7,13.0,0
314,88.0,177.0,30.6,138.0,0
315,93.0,478.0,56.1,114.0,1
316,80.0,312.0,36.8,81.0,0
317,87.0,246.0,53.3,73.0,0
318,77.0,311.0,25.9,43.0,0
319,83.0,283.0,45.9,134.0,0
320,79.0,391.0,32.6,194.0,0
321,81.0,177.0,25.8,35.0,0
322,86.0,209.0,42.2,119.0,0
323,72.0,452.0,50.1,85.0,0
324,100.0,476.0,31.6,89.0,1
325,70.0,452.0,25.0,51.0,0
326,68.0,239.0,39.1,165.0,0
327,92.0,401.0,39.1,97.0,1
328,88.0,264.0,45.5,109.0,0
329,86.0,274.0,49.5,61.0,0
330,86.0,142.0,39.4,36.0,0
331,80.0,316.0,58.6,17.0,0
332,71.0,134.0,42.2,143.0,0
333,81.0,199.0,36.5,39.0,0
334,73.0,435.0,23.9,138.0,0
335,90.0,143.0,37.4,78.0,0
336,79.0,82.0,36.6,83.0,0
337,72.0,81.0,49.6,94.0,0
338,77.0,473.0,44.6,74.0,0
339,84.0,278.0,28.2,20.0,0
340,74.0,234.0,41.7,62.0,0
341,72.0,415.0,46.7,133.0,0
342,82.0,426.0,55.3,133.0,0
343,82.0,199.0,48.9,57.0,0
344,75.0,362.0,47.6,92.0,0
345,75.0,397.0,40.6,39.0,0
346,82.0,345.0,43.9,42.0,0
347,66.0,118.0,52.5,5.0,0
348,66.0,444.0,26.7,179.0,0
349,73.0,293.0,36.5,42.0,0
350,78.0,177.0,32.3,46.0,0
351,83.0,241.0,43.8,56.0,0
352,95.0,67.0,52.3,25.0,0
353,89.0,108.0,34.0,128.0,0
354,78.0,394.0,16.1,15.0,0
355,80.0,50.0,35.9,27.0,0
356,70.0,237.0,49.1,129.0,0
357,80.0,285.0,45.4,68.0,0
358,77.0,75.0,44.3,142.0,0
359,83.0,488.0,37.2,111.0,0
360,72.0,152.0,27.2,51.0,0
361,85.0,187.0,45.2,130.0,0
362,95.0,187.0,31.7,23.0,0
363,79.0,154.0,61.8,107.0,1
364,84.0,51.0,45.7,87.0,0
365,87.0,378.0,34.2,54.0,0
366,76.0,485.0,33.9,121.0,0
367,82.0,151.0,39.1,174.0,0
368,80.0,348.0,37.6,200.0,0
369,81.0,384.0,51.2,122.0,0
370,72.0,432.0,41.9,81.0,0
371,80.0,240.0,32.7,45.0,0
372,85.0,186.0,58.9,51.0,0
373,95.0,196.0,40.5,96.0,0
374,90.0,371.0,47.7,73.0,0
375,100.0,418.0,33.9,183.0,1
376,72.0,132.0,43.6,74.0,0
377,89.0,217.0,43.1,75.0,0
378,82.0,456.0,21.1,77.0,0
379,100.0,413.0,60.2,167.0,1
380,72.0,493.0,52.9,130.0,0
381,72.0,389.0,36.0,123.0,0
382,74.0,227.0,29.0,67.0,0
383,60.0,316.0,43.5,164.0,0
384,75.0,347.0,40.9,8.0,0
385,72.0,85.0,43.6,174.0,0
386,82.0,295.0,41.9,103.0,0
387,83.0,369.0,45.1,80.0,0
388,99.0,125.0,54.5,99.0,0
389,90.0,401.0,45.7,133.0,0
390,74.0,313.0,29.5,3.0,0
391,71.0,478.0,53.6,174.0,0
392,85.0,69.0,56.4,89.0,0
393,67.0,169.0,70.0,69.0,1
394,98.0,321.0,28.8,28.0,0
395,92.0,183.0,42.4,88.0,0
396,75.0,371.0,19.2,99.0,0
397,63.0,392.0,45.5,81.0,0
398,94.0,96.0,34.5,136.0,0
399,79.0,281.0,59.2,84.0,0
400,92.0,279.0,32.3,192.0,0
401,64.0,216.0,23.1,120.0,0
402,74.0,470.0,35.3,161.0,0
403,80.0,422.0,20.2,22.0,0
404,80.0,364.0,47.5,79.0,0
405,75.0,371.0,19.3,67.0,0
406,86.0,258.0,40.3,114.0,0
407,69.0,464.0,19.2,172.0,0
408,79.0,363.0,36.8,16.0,0
409,81.0,378.0,56.4,15.0,0
410,85.0,438.0,43.6,170.0,0
411,87.0,173.0,31.4,43.0,0
412,69.0,413.0,39.7,134.0,0
413,65.0,138.0,40.2,109.0,0
414,93.0,205.0,44.7,167.0,0
415,83.0,201.0,26.3,25.0,0
416,73.0,490.0,45.9,26.0,0
417,96.0,435.0,13.0,111.0,1
418,81.0,366.0,33.7,189.0,0
419,92.0,377.0,35.1,83.0,0
420,81.0,303.0,46.3,65.0,0
421,100.0,476.0,40.2,121.0,1
422,98.0,273.0,25.9,186.0,0
423,78.0,221.0,30.2,167.0,0
424,90.0,123.0,42.0,199.0,0
425,86.0,404.0,39.2,5.0,0
426,94.0,380.0,34.2,23.0,0
427,70.0,223.0,35.2,122.0,0
428,87.0,61.0,47.0,164.0,0
429,91.0,428.0,34.8,57.0,1
430,62.0,55.0,39.1,48.0,0
431,68.0,367.0,61.7,157.0,1
432,60.0,487.0,25.8,11.0,0
433,77.0,247.0,21.5,74.0,0
434,87.0,156.0,47.8,101.0,0
435,95.0,367.0,33.2,112.0,0
436,81.0,418.0,36.8,146.0,0
437,96.0,296.0,32.2,71.0,0
438,66.0,485.0,37.4,123.0,0
439,63.0,73.0,56.0,117.0,0
440,79.0,277.0,48.0,110.0,0
441,84.0,373.0,48.6,128.0,0
442,80.0,438.0,25.8,52.0,0
443,60.0,131.0,28.5,17.0,0
444,79.0,410.0,11.6,24.0,0
445,67.0,299.0,31.9,45.0,0
446,87.0,228.0,49.6,100.0,0
447,84.0,109.0,45.2,168.0,0
448,71.0,439.0,37.8,140.0,0
449,75.0,121.0,39.8,158.0,0
450,69.0,189.0,33.1,70.0,0
451,79.0,181.0,42.0,81.0,0
452,90.0,442.0,47.7,79.0,0
453,70.0,353.0,23.8,38.0,0
454,85.0,409.0,43.0,12.0,0
455,75.0,163.0,49.3,118.0,0
456,72.0,331.0,35.8,198.0,0
457,79.0,307.0,47.0,33.0,0
458,70.0,425.0,68.1,9.0,1
459,74.0,458.0,39.0,156.0,0
460,68.0,55.0,43.9,51.0,0
461,100.0,353.0,32.6,166.0,0
462,80.0,73.0,41.8,141.0,0
463,73.0,297.0,44.6,189.0,0
464,82.0,179.0,41.9,82.0,0
465,79.0,188.0,29.8,132.0,0
466,78.0,209.0,42.1,93.0,0
467,86.0,330.0,54.6,126.0,0
468,88.0,200.0,44.5,90.0,0
469,75.0,380.0,49.6,38.0,0
470,74.0,232.0,37.6,102.0,0
471,77.0,81.0,47.5,106.0,0
472,60.0,403.0,42.8,162.0,0
473,65.0,179.0,30.5,147.0,0
474,94.0,245.0,43.2,133.0,0
475,96.0,358.0,30.1,23.0,0
476,78.0,200.0,33.7,144.0,0
477,86.0,75.0,41.9,100.0,0
478,83.0,218.0,43.0,179.0,0
479,100.0,475.0,28.1,184.0,1
480,91.0,339.0,50.5,11.0,0
481,79.0,352.0,45.7,164.0,0
482,70.0,335.0,33.0,8.0,0
483,64.0,140.0,24.6,73.0,0
484,82.0,238.0,38.6,108.0,0
485,72.0,388.0,35.5,30.0,0
486,66.0,96.0,41.1,149.0,0
487,74.0,175.0,36.4,2.0,0
488,69.0,174.0,19.9,34.0,0
489,97.0,244.0,36.1,116.0,0
490,89.0,491.0,36.9,143.0,0
491,80.0,80.0,46.3,183.0,0
492,95.0,283.0,33.0,141.0,0
493,81.0,131.0,56.8,134.0,0
494,71.0,487.0,20.9,79.0,0
495,95.0,101.0,53.1,0.0,0
496,85.0,232.0,37.8,24.0,0
497,70.0,382.0,48.6,107.0,0
498,78.0,367.0,40.8,135.0,0
499,71.0,240.0,51.4,83.0,0
500,66.0,206.0,36.1,146.0,0
501,89.0,229.0,29.0,104.0,0
502,99.0,169.0,54.2,15.0,0
503,66.0,142.0,38.9,38.0,0
504,86.0,267.0,42.2,168.0,0
505,73.0,171.0,52.3,145.0,0
506,75.0,179.0,29.7,179.0,0
507,74.0,346.0,46.0,24.0,0
508,71.0,486.0,34.1,198.0,0
509,80.0,322.0,38.7,42.0,0
510,72.0,85.0,40.7,2.0,0
511,83.0,84.0,25.0,199.0,0
512,79.0,478.0,32.2,56.0,0
513,78.0,184.0,53.5,134.0,0
514,71.0,91.0,48.9,35.0,0
515,74.0,320.0,39.4,116.0,0
516,88.0,331.0,42.4,181.0,0
517,85.0,342.0,37.1,64.0,0
518,70.0,170.0,53.6,134.0,0
519,81.0,57.0,38.0,38.0,0
520,88.0,484.0,42.3,125.0,0
521,63.0,163.0,51.5,67.0,0
522,85.0,354.0,32.2,42.0,0
523,73.0,368.0,55.6,63.0,0
524,86.0,325.0,24.7,36.0,0
525,72.0,191.0,56.3,180.0,0
526,62.0,172.0,36.3,79.0,0
527,64.0,319.0,37.6,49.0,0
528,80.0,440.0,21.1,90.0,0
529,83.0,476.0,35.5,64.0,0
530,71.0,98.0,29.6,149.0,0
531,86.0,120.0,33.9,194.0,0
532,63.0,475.0,38.6,88.0,0
533,79.0,381.0,49.6,172.0,0
534,68.0,447.0,42.1,113.0,0
535,73.0,141.0,43.1,31.0,0
536,80.0,314.0,29.0,138.0,0
537,71.0,366.0,31.2,103.0,0
538,76.0,356.0,58.0,130.0,0
539,90.0,234.0,32.6,178.0,0
540,74.0,57.0,56.6,88.0,0
541,88.0,312.0,37.6,180.0,0
542,69.0,164.0,40.0,150.0,0
543,85.0,253.0,50.7,98.0,0
544,94.0,481.0,52.7,121.0,1
545,60.0,230.0,38.9,65.0,0
546,72.0,428.0,36.1,197.0,0
547,86.0,135.0,39.4,133.0,0
548,78.0,353.0,43.4,9.0,0
549,84.0,490.0,48.9,65.0,0
550,74.0,96.0,40.0,125.0,0
551,81.0,54.0,46.2,11.0,0
552,78.0,245.0,56.4,5.0,0
553,92.0,92.0,43.8,90.0,0
554,83.0,387.0,43.1,67.0,0
555,83.0,462.0,24.8,88.0,0
556,76.0,245.0,13.7,53.0,0
557,75.0,166.0,43.9,33.0,0
558,76.0,245.0,39.1,138.0,0
559,84.0,376.0,34.9,103.0,0
560,76.0,54.0,42.4,40.0,0
561,83.0,315.0,39.4,64.0,0
562,100.0,326.0,51.3,118.0,0
563,89.0,337.0,40.9,14.0,0
564,77.0,159.0,32.5,29.0,0
565,92.0,371.0,49.9,15.0,0
566,76.0,91.0,37.8,162.0,0
567,60.0,140.0,45.3,150.0,0
568,70.0,445.0,35.2,151.0,0
569,61.0,382.0,33.5,143.0,0
570,76.0,56.0,40.8,134.0,0
571,80.0,162.0,40.1,95.0,0
572,97.0,146.0,44.8,128.0,0
573,83.0,172.0,37.3,8.0,0
574,78.0,161.0,21.6,124.0,0
575,88.0,78.0,35.7,156.0,0
576,60.0,257.0,47.9,100.0,0
577,82.0,380.0,37.0,72.0,0
578,88.0,323.0,37.5,55.0,0
579,65.0,353.0,49.9,129.0,0
580,91.0,87.0,32.9,139.0,0
581,83.0,478.0,24.6,174.0,0
582,76.0,427.0,38.4,68.0,0
583,86.0,412.0,35.2,154.0,0
584,100.0,420.0,30.3,112.0,1
585,82.0,470.0,38.2,177.0,0
586,82.0,295.0,44.9,106.0,0
587,75.0,140.0,39.9,104.0,0
588,72.0,328.0,43.1,116.0,0
589,88.0,384.0,58.1,150.0,0
590,71.0,382.0,36.6,193.0,0
591,81.0,285.0,42.8,15.0,0
592,75.0,81.0,34.9,11.0,0
593,85.0,217.0,31.5,188.0,0
594,83.0,464.0,34.2,106.0,0
595,90.0,313.0,35.2,123.0,0
596,75.0,292.0,43.6,96.0,0
597,77.0,171.0,63.5,19.0,1
598,70.0,216.0,32.8,154.0,0
599,76.0,453.0,35.8,149.0,0
600,84.0,350.0,39.4,62.0,0
601,88.0,404.0,44.0,61.0,0
602,71.0,254.0,42.6,168.0,0
603,89.0,334.0,52.8,14.0,0
604,94.0,162.0,15.7,176.0,0
605,84.0,367.0,16.1,51.0,0
606,99.0,242.0,35.0,119.0,0
607,72.0,249.0,51.0,187.0,0
608,68.0,342.0,24.3,136.0,0
609,62.0,471.0,10.0,83.0,0
610,95.0,79.0,45.7,138.0,0
611,87.0,421.0,42.4,69.0,0
612,79.0,182.0,29.1,55.0,0
613,83.0,250.0,30.1,199.0,0
614,69.0,60.0,30.3,150.0,0
615,100.0,185.0,41.1,129.0,0
616,81.0,276.0,33.7,71.0,0
617,81.0,75.0,44.9,10.0,0
618,87.0,271.0,11.5,6.0,0
619,85.0,467.0,31.4,111.0,0
620,82.0,97.0,28.7,152.0,0
621,72.0,394.0,37.4,107.0,0
622,85.0,234.0,34.6,168.0,0
623,99.0,345.0,48.0,7.0,0
624,93.0,167.0,21.4,73.0,0
625,96.0,122.0,40.5,47.0,0
626,75.0,122.0,45.6,89.0,0
627,70.0,82.0,58.6,14.0,0
628,79.0,134.0,35.2,191.0,0
629,81.0,349.0,43.2,45.0,0
630,91.0,447.0,22.0,184.0,1
631,63.0,416.0,16.1,85.0,0
632,95.0,358.0,48.4,197.0,0
633,78.0,100.0,39.9,111.0,0
634,76.0,180.0,51.8,186.0,0
635,70.0,189.0,26.3,1.0,0
636,63.0,162.0,45.2,150.0,0
637,88.0,282.0,58.7,181.0,0
638,81.0,291.0,44.2,28.0,0
639,67.0,211.0,42.8,19.0,0
640,67.0,209.0,40.1,85.0,0
641,77.0,423.0,24.3,187.0,0
642,97.0,405.0,53.6,108.0,1
643,77.0,189.0,33.9,105.0,0
644,65.0,461.0,45.0,28.0,0
645,78.0,479.0,24.4,0.0,0
646,77.0,197.0,28.2,162.0,0
647,60.0,209.0,54.4,18.0,0
648,79.0,278.0,36.5,127.0,0
649,78.0,474.0,54.5,183.0,0
650,87.0,444.0,39.2,42.0,0
651,98.0,96.0,21.6,133.0,0
652,91.0,227.0,48.9,16.0,0
653,77.0,299.0,34.1,121.0,0
654,69.0,276.0,47.0,33.0,0
655,100.0,137.0,40.3,147.0,0
656,81.0,436.0,24.6,60.0,0
657,80.0,355.0,41.6,93.0,0
658,80.0,427.0,62.0,120.0,1
659,82.0,436.0,44.9,34.0,0
660,79.0,387.0,39.4,148.0,0
661,74.0,248.0,50.8,61.0,0
662,75.0,325.0,42.1,132.0,0
663,80.0,122.0,42.1,32.0,0
664,75.0,353.0,29.1,138.0,0
665,73.0,131.0,42.3,26.0,0
666,81.0,362.0,50.4,85.0,0
667,77.0,153.0,31.6,49.0,0
668,95.0,103.0,54.2,150.0,0
669,60.0,124.0,39.1,52.0,0
670,91.0,51.0,31.1,176.0,0
671,92.0,373.0,50.0,178.0,0
672,60.0,380.0,37.1,39.0,0
673,77.0,282.0,47.6,123.0,0
674,76.0,123.0,37.1,18.0,0
675,66.0,88.0,39.4,78.0,0
676,72.0,59.0,44.9,143.0,0
677,69.0,125.0,42.9,132.0,0
678,98.0,451.0,20.0,125.0,1
679,89.0,159.0,28.8,57.0,0
680,93.0,209.0,49.3,76.0,0
681,87.0,97.0,38.7,21.0,0
682,69.0,150.0,34.8,144.0,0
683,75.0,284.0,26.4,101.0,0
684,85.0,323.0,29.2,142.0,0
685,68.0,160.0,19.8,50.0,0
686,87.0,76.0,39.0,65.0,0
687,78.0,226.0,34.0,67.0,0
688,76.0,155.0,30.3,5.0,0
689,87.0,149.0,39.3,68.0,0
690,84.0,482.0,43.6,161.0,0
691,76.0,327.0,60.9,179.0,1
692,92.0,301.0,24.9,104.0,0
693,69.0,237.0,51.6,91.0,0
694,86.0,243.0,49.7,6.0,0
695,86.0,293.0,32.2,176.0,0
696,77.0,363.0,42.0,3.0,0
